snapshot_id,snapshot_date,product_id,store_id,stock_on_hand,stock_reserved,stock_available,reorder_point,days_of_cover,stock_status,scenario_phase
443,2025-04-10,44,6,172,84,88,102,1,Low Stock,Current
444,2025-12-17,73,6,174,26,148,40,2,Healthy,Current
445,2025-04-15,104,6,117,49,68,48,35,Healthy,Current
446,2025-01-01,10,6,172,30,142,48,40,Healthy,Current
447,2025-05-26,4,6,151,77,74,111,26,Low Stock,Current
448,2024-11-24,53,2,137,39,98,97,12,Healthy,Future
449,2024-07-14,48,6,67,90,0,75,23,Stockout,Current
450,2025-02-21,19,3,176,85,91,61,15,Healthy,Future
451,2024-07-10,81,6,26,34,0,74,42,Stockout,Current
452,2024-03-19,22,3,135,90,45,59,45,Low Stock,Future
453,2024-03-28,62,3,91,7,84,125,27,Low Stock,Current
454,2025-08-15,40,2,101,18,83,88,37,Low Stock,Future
455,2024-12-19,37,2,114,35,79,125,36,Low Stock,Current
456,2024-07-10,78,1,339,65,274,81,37,Healthy,Future
457,2024-04-25,100,3,336,4,332,123,21,Healthy,Future
458,2025-11-27,65,6,67,22,45,43,33,Healthy,Current
459,2024-05-18,30,6,151,37,114,98,28,Healthy,Current
460,2024-11-12,52,1,55,69,0,93,16,Stockout,Current
461,2024-11-26,44,2,170,12,158,50,11,Healthy,Future
462,2025-05-17,80,1,259,87,172,139,45,Healthy,Current
463,2024-02-17,71,1,82,69,13,75,21,Low Stock,Current
464,2025-05-03,43,2,205,4,201,57,29,Healthy,Current
465,2025-12-12,95,6,152,33,119,111,33,Healthy,Current
466,2024-08-17,65,1,225,62,163,51,25,Healthy,Current
467,2025-08-22,107,1,149,47,102,47,27,Healthy,Current
468,2024-04-08,24,1,157,24,133,86,16,Healthy,Future
469,2024-07-28,109,6,135,61,74,76,45,Low Stock,Current
470,2024-03-15,70,6,343,73,270,138,9,Healthy,Future
471,2024-09-29,16,6,187,69,118,139,2,Low Stock,Current
472,2024-03-27,17,4,167,34,133,108,29,Healthy,Future
473,2024-06-21,27,6,102,55,47,47,11,Healthy,Future
474,2024-04-02,3,4,172,78,94,78,23,Healthy,Current
475,2024-11-03,69,5,70,16,54,51,18,Healthy,Future
476,2025-10-06,84,1,30,30,0,108,1,Stockout,Current
477,2025-08-30,24,4,41,89,0,56,48,Stockout,Future
478,2024-06-08,55,4,116,89,27,133,7,Low Stock,Future
479,2025-08-02,107,6,74,27,47,114,35,Low Stock,Current
480,2024-02-13,28,6,186,86,100,86,20,Healthy,Future
481,2024-02-20,75,2,47,41,6,123,28,Low Stock,Current
482,2024-11-06,114,6,45,57,0,51,30,Stockout,Current
483,2025-04-04,11,3,227,18,209,87,9,Healthy,Future
484,2024-06-20,93,1,17,35,0,44,15,Stockout,Current
485,2025-07-23,97,1,339,65,274,105,0,Healthy,Future
486,2024-08-27,68,6,251,58,193,134,25,Healthy,Current
487,2024-10-31,105,6,101,80,21,121,24,Low Stock,Future
488,2025-04-28,111,3,108,32,76,134,46,Low Stock,Current
489,2025-10-28,108,3,111,71,40,114,25,Low Stock,Current
490,2024-10-13,24,4,237,84,153,125,31,Healthy,Current
491,2025-12-09,62,6,154,9,145,140,6,Healthy,Current
492,2025-03-21,68,1,63,20,43,132,14,Low Stock,Future
493,2025-12-18,92,6,135,8,127,98,43,Healthy,Current
494,2024-09-14,67,5,140,39,101,108,38,Low Stock,Current
495,2025-05-13,37,6,43,74,0,99,45,Stockout,Current
496,2025-03-13,17,2,34,81,0,130,30,Stockout,Current
497,2025-04-08,80,6,207,71,136,71,32,Healthy,Current
498,2024-03-08,110,6,157,63,94,81,12,Healthy,Current
499,2025-02-08,42,2,100,78,22,66,6,Low Stock,Current
500,2024-02-28,66,1,258,64,194,47,3,Healthy,Future
501,2024-08-04,83,6,83,44,39,92,31,Low Stock,Current
502,2025-08-29,115,2,175,47,128,53,32,Healthy,Future
503,2024-09-02,59,5,235,29,206,67,40,Healthy,Future
504,2025-03-07,41,1,207,90,117,68,39,Healthy,Future
505,2024-12-28,85,1,74,1,73,136,10,Low Stock,Future
506,2025-08-21,55,1,171,57,114,56,24,Healthy,Current
507,2024-11-12,117,3,179,29,150,51,30,Healthy,Current
508,2024-03-03,91,2,324,25,299,66,14,Healthy,Future
509,2024-07-12,2,5,123,79,44,112,50,Low Stock,Current
510,2025-04-08,86,3,71,43,28,84,20,Low Stock,Current
511,2024-02-13,66,6,245,79,166,86,13,Healthy,Future
512,2024-03-01,69,3,148,79,69,70,15,Low Stock,Current
513,2025-06-26,37,4,79,19,60,44,44,Healthy,Current
514,2025-04-01,58,3,157,14,143,132,5,Healthy,Current
515,2025-11-27,22,1,80,81,0,64,41,Stockout,Current
516,2025-06-13,69,1,124,26,98,83,45,Healthy,Current
517,2025-03-26,104,6,63,68,0,99,7,Stockout,Future
518,2025-03-03,38,6,212,21,191,135,27,Healthy,Current
519,2024-01-13,117,2,76,64,12,74,16,Low Stock,Current
520,2025-06-29,22,3,128,31,97,127,7,Low Stock,Future
521,2024-12-27,30,1,244,63,181,140,29,Healthy,Current
522,2025-03-30,98,1,181,18,163,70,24,Healthy,Current
523,2025-06-07,55,2,248,34,214,135,21,Healthy,Current
524,2024-10-19,88,6,142,74,68,123,9,Low Stock,Current
525,2025-01-21,99,6,26,4,22,115,10,Low Stock,Current
526,2024-06-08,91,3,78,12,66,136,29,Low Stock,Current
527,2025-08-04,49,1,108,54,54,98,0,Low Stock,Future
528,2025-12-19,9,4,151,19,132,129,20,Healthy,Future
529,2024-07-12,46,3,163,77,86,74,33,Healthy,Current
530,2024-11-15,25,1,241,48,193,94,46,Healthy,Future
531,2025-02-14,62,1,330,44,286,71,31,Healthy,Future
532,2025-12-12,43,6,121,90,31,118,23,Low Stock,Current
533,2025-10-29,85,6,237,30,207,89,38,Healthy,Future
534,2024-08-07,65,1,344,74,270,76,11,Healthy,Future
535,2024-12-25,105,6,170,65,105,74,41,Healthy,Current
536,2025-07-15,8,6,67,22,45,102,13,Low Stock,Current
537,2025-12-03,36,6,115,20,95,84,44,Healthy,Current
538,2024-05-19,88,6,275,30,245,124,9,Healthy,Future
539,2024-03-27,11,6,128,33,95,126,27,Low Stock,Future
540,2024-07-19,14,3,181,84,97,56,44,Healthy,Future
541,2024-02-16,48,6,73,4,69,67,6,Healthy,Current
542,2024-02-08,2,6,94,9,85,67,13,Healthy,Current
543,2025-05-05,61,1,285,33,252,74,42,Healthy,Future
544,2024-02-27,116,4,46,80,0,124,4,Stockout,Current
545,2025-04-25,53,2,128,29,99,65,12,Healthy,Current
546,2025-08-26,15,3,112,34,78,52,47,Healthy,Current
547,2024-04-18,84,3,231,24,207,45,46,Healthy,Future
548,2025-08-23,66,2,153,50,103,70,29,Healthy,Current
549,2024-03-05,39,6,72,62,10,109,3,Low Stock,Current
550,2025-01-23,26,6,85,70,15,47,20,Low Stock,Future
551,2025-07-05,62,5,298,61,237,95,34,Healthy,Future
552,2025-05-03,88,4,66,4,62,89,42,Low Stock,Current
553,2024-02-28,64,4,236,83,153,119,43,Healthy,Future
554,2025-12-15,98,3,300,56,244,113,43,Healthy,Future
555,2025-03-03,45,2,167,8,159,103,42,Healthy,Current
556,2024-01-28,20,1,62,21,41,110,27,Low Stock,Current
557,2025-02-27,81,6,60,7,53,46,1,Healthy,Current
558,2025-09-21,49,6,53,38,15,51,34,Low Stock,Current
559,2024-07-07,93,6,18,25,0,76,22,Stockout,Current
560,2024-09-20,47,6,77,78,0,74,43,Stockout,Current
561,2024-08-28,6,3,175,9,166,53,18,Healthy,Current
562,2024-06-30,112,1,233,56,177,66,23,Healthy,Future
563,2025-03-31,58,1,341,21,320,124,13,Healthy,Future
564,2025-06-04,84,4,149,41,108,77,12,Healthy,Future
565,2025-02-15,55,2,136,57,79,88,45,Low Stock,Future
566,2025-05-17,39,6,107,72,35,102,1,Low Stock,Future
567,2025-07-13,64,6,49,54,0,74,3,Stockout,Current
568,2024-09-10,85,1,0,19,0,114,27,Stockout,Current
569,2024-09-18,2,6,165,70,95,105,13,Low Stock,Future
570,2024-05-26,18,6,284,12,272,122,50,Healthy,Future
571,2025-06-20,96,2,235,57,178,121,49,Healthy,Current
572,2024-10-08,74,6,173,72,101,96,25,Healthy,Current
573,2024-09-15,48,6,359,56,303,98,45,Healthy,Future
574,2024-01-30,85,6,133,59,74,98,17,Low Stock,Current
575,2025-07-21,35,2,162,1,161,63,43,Healthy,Current
576,2025-10-30,106,6,346,15,331,95,1,Healthy,Future
577,2025-04-26,19,6,108,68,40,113,21,Low Stock,Current
578,2025-11-14,80,3,99,9,90,114,29,Low Stock,Future
579,2024-12-18,27,1,113,16,97,66,49,Healthy,Future
580,2025-03-19,102,1,197,0,197,128,16,Healthy,Current
581,2024-09-18,14,6,314,61,253,56,50,Healthy,Future
582,2025-09-16,11,3,111,29,82,99,37,Low Stock,Future
583,2024-02-20,64,6,286,6,280,102,20,Healthy,Future
584,2025-03-12,70,1,145,74,71,94,22,Low Stock,Future
585,2024-02-06,14,1,51,17,34,74,3,Low Stock,Current
586,2025-01-19,37,4,50,56,0,120,4,Stockout,Future
587,2025-06-06,77,5,141,76,65,125,4,Low Stock,Current
588,2025-05-23,89,6,14,85,0,75,16,Stockout,Current
589,2025-03-12,94,2,143,49,94,138,48,Low Stock,Current
590,2025-12-19,112,6,108,57,51,91,22,Low Stock,Future
591,2024-07-04,74,3,209,82,127,41,43,Healthy,Current
592,2024-08-27,67,6,197,90,107,124,17,Low Stock,Current
593,2024-11-18,46,6,96,84,12,140,50,Low Stock,Future
594,2024-06-16,39,5,244,27,217,67,30,Healthy,Current
595,2024-02-09,102,6,139,10,129,78,5,Healthy,Future
596,2024-03-10,60,2,225,17,208,48,48,Healthy,Future
597,2025-05-05,23,6,257,24,233,99,2,Healthy,Current
598,2025-01-14,17,1,32,4,28,126,5,Low Stock,Current
599,2024-08-21,73,6,2,72,0,53,35,Stockout,Current
600,2024-04-11,82,6,127,18,109,108,23,Healthy,Future
601,2025-01-20,60,2,25,26,0,119,26,Stockout,Current
602,2024-10-10,70,6,182,0,182,139,16,Healthy,Future
603,2025-02-13,24,5,356,49,307,126,47,Healthy,Future
604,2024-03-08,75,2,128,9,119,136,46,Low Stock,Future
605,2024-11-10,1,6,334,67,267,117,7,Healthy,Future
606,2024-12-20,104,6,73,6,67,55,38,Healthy,Current
607,2025-11-21,58,3,281,3,278,96,48,Healthy,Future
608,2024-01-28,6,4,114,1,113,56,12,Healthy,Future
609,2024-06-15,57,6,328,26,302,41,35,Healthy,Future
610,2024-11-11,32,6,304,78,226,64,21,Healthy,Future
611,2025-06-30,22,4,142,68,74,63,50,Healthy,Current
612,2024-02-28,40,6,168,25,143,115,32,Healthy,Current
613,2024-12-10,7,2,185,41,144,136,34,Healthy,Current
614,2024-11-20,56,4,96,87,9,95,17,Low Stock,Current
615,2024-12-02,98,1,104,29,75,93,30,Low Stock,Current
616,2025-09-14,102,1,12,55,0,87,39,Stockout,Current
617,2025-10-06,66,6,144,32,112,115,22,Low Stock,Future
618,2025-12-24,102,2,132,26,106,47,4,Healthy,Future
619,2025-05-31,6,3,117,43,74,120,10,Low Stock,Current
620,2024-07-26,39,5,218,71,147,129,20,Healthy,Current
621,2024-01-10,24,2,14,39,0,116,24,Stockout,Current
622,2025-06-16,39,5,192,34,158,120,19,Healthy,Current
623,2024-11-11,81,5,134,80,54,62,4,Low Stock,Future
624,2025-02-07,97,2,95,2,93,66,43,Healthy,Future
625,2024-08-07,48,6,216,12,204,86,24,Healthy,Future
626,2025-08-12,115,1,101,12,89,128,38,Low Stock,Current
627,2024-12-23,44,1,117,24,93,106,14,Low Stock,Current
628,2025-04-30,109,5,64,84,0,83,0,Stockout,Current
629,2025-05-22,53,1,154,73,81,125,2,Low Stock,Current
630,2025-07-14,115,2,251,17,234,52,0,Healthy,Future
631,2025-11-13,21,3,242,61,181,113,19,Healthy,Future
632,2024-07-10,114,3,65,58,7,52,11,Low Stock,Future
633,2025-02-20,119,6,209,85,124,45,38,Healthy,Current
634,2024-02-07,60,1,41,14,27,70,43,Low Stock,Current
635,2025-07-21,53,2,107,55,52,98,5,Low Stock,Current
636,2024-07-04,57,6,177,53,124,78,6,Healthy,Current
637,2024-02-22,22,5,216,21,195,130,48,Healthy,Current
638,2024-03-13,77,6,67,20,47,66,18,Low Stock,Current
639,2024-01-06,107,6,71,19,52,43,3,Healthy,Current
640,2025-09-10,83,5,117,52,65,124,47,Low Stock,Current
641,2025-06-14,11,6,175,0,175,62,17,Healthy,Current
642,2024-01-21,107,1,86,7,79,43,5,Healthy,Current
643,2025-08-23,27,6,213,57,156,60,8,Healthy,Current
644,2024-08-24,29,6,224,72,152,117,22,Healthy,Current
645,2025-06-22,91,1,166,6,160,86,25,Healthy,Current
646,2024-05-23,19,6,348,77,271,108,8,Healthy,Future
647,2025-09-12,11,6,82,40,42,107,41,Low Stock,Future
648,2025-07-11,88,4,97,82,15,125,21,Low Stock,Future
649,2025-11-12,88,3,98,67,31,42,31,Low Stock,Current
650,2024-08-11,82,3,222,35,187,45,24,Healthy,Current
651,2025-11-12,52,6,82,52,30,62,1,Low Stock,Future
652,2024-02-08,65,1,206,1,205,124,4,Healthy,Current
653,2025-06-24,82,4,111,79,32,94,46,Low Stock,Current
654,2024-04-12,82,1,206,58,148,107,34,Healthy,Current
655,2024-10-20,31,6,218,41,177,77,20,Healthy,Current
656,2025-02-07,56,2,112,8,104,124,42,Low Stock,Current
657,2025-01-26,109,1,73,60,13,87,46,Low Stock,Current
658,2024-01-25,119,6,207,48,159,93,44,Healthy,Current
659,2024-08-03,75,1,219,73,146,135,9,Healthy,Current
660,2025-07-05,7,1,171,4,167,58,10,Healthy,Future
661,2024-04-16,100,6,226,78,148,108,10,Healthy,Future
662,2025-08-18,83,2,317,14,303,121,17,Healthy,Future
663,2024-08-13,31,6,196,37,159,118,5,Healthy,Future
664,2024-08-29,15,6,142,38,104,99,21,Healthy,Future
665,2024-07-25,36,3,83,10,73,40,15,Healthy,Current
666,2024-01-17,53,3,23,62,0,114,23,Stockout,Current
667,2024-09-27,66,5,260,39,221,122,17,Healthy,Future
668,2025-02-17,44,2,208,50,158,44,26,Healthy,Current
669,2024-08-22,107,6,84,39,45,66,17,Low Stock,Current
670,2024-10-28,41,2,89,57,32,73,1,Low Stock,Current
671,2024-09-18,8,4,91,73,18,137,28,Low Stock,Current
672,2025-01-09,70,5,243,90,153,90,18,Healthy,Future
673,2024-12-05,90,6,70,22,48,47,5,Healthy,Current
674,2025-03-21,107,6,59,88,0,52,24,Stockout,Current
675,2024-10-26,48,6,162,38,124,114,21,Healthy,Current
676,2025-10-26,4,2,88,5,83,130,1,Low Stock,Current
677,2025-04-18,102,3,81,5,76,84,18,Low Stock,Current
678,2025-01-24,113,6,151,8,143,95,29,Healthy,Current
679,2025-08-16,7,6,192,14,178,57,0,Healthy,Current
680,2025-04-01,16,4,202,8,194,43,21,Healthy,Current
681,2025-10-23,12,2,185,65,120,62,41,Healthy,Future
682,2025-03-30,120,2,312,60,252,53,4,Healthy,Future
683,2025-05-14,28,6,68,66,2,78,40,Low Stock,Future
684,2024-11-28,65,2,87,48,39,120,3,Low Stock,Future
685,2025-10-11,79,5,104,33,71,115,35,Low Stock,Current
686,2025-06-25,25,3,32,81,0,67,33,Stockout,Current
687,2025-03-22,24,6,126,4,122,109,46,Healthy,Current
688,2025-07-02,87,5,72,59,13,137,17,Low Stock,Current
689,2024-07-01,102,2,81,40,41,102,42,Low Stock,Future
690,2025-01-31,80,2,176,88,88,100,50,Low Stock,Current
691,2024-06-04,43,4,320,23,297,138,44,Healthy,Future
692,2024-09-29,64,6,136,77,59,128,42,Low Stock,Current
693,2024-01-24,87,6,148,89,59,126,15,Low Stock,Current
694,2025-06-09,75,5,88,8,80,41,32,Healthy,Current
695,2024-01-01,71,6,71,52,19,125,3,Low Stock,Current
696,2025-04-21,5,6,107,58,49,99,6,Low Stock,Current
697,2024-10-12,39,6,302,72,230,43,42,Healthy,Future
698,2025-10-06,7,4,124,70,54,86,9,Low Stock,Current
699,2024-05-29,9,4,329,15,314,122,12,Healthy,Future
700,2025-07-01,3,3,124,34,90,73,14,Healthy,Current
701,2025-08-26,92,2,251,46,205,51,32,Healthy,Future
702,2025-12-22,85,4,58,5,53,133,39,Low Stock,Current
703,2025-01-26,57,6,81,76,5,82,13,Low Stock,Current
704,2024-09-13,67,6,31,49,0,47,23,Stockout,Current
705,2024-04-02,117,6,161,86,75,108,32,Low Stock,Future
706,2025-06-03,116,2,71,4,67,46,3,Healthy,Current
707,2024-03-02,88,2,218,81,137,84,35,Healthy,Future
708,2025-12-03,4,6,304,19,285,78,45,Healthy,Future
709,2025-02-28,102,5,165,85,80,96,44,Low Stock,Current
710,2024-03-26,32,3,120,21,99,52,5,Healthy,Future
711,2025-07-10,39,6,246,42,204,121,25,Healthy,Current
712,2024-10-28,113,3,96,0,96,45,12,Healthy,Current
713,2024-12-26,120,1,82,72,10,117,0,Low Stock,Current
714,2024-02-14,116,6,121,82,39,84,14,Low Stock,Current
715,2025-10-05,61,2,277,49,228,91,21,Healthy,Future
716,2024-03-07,66,1,102,17,85,68,7,Healthy,Future
717,2025-08-01,67,4,130,36,94,58,38,Healthy,Current
718,2024-10-22,40,2,18,23,0,99,0,Stockout,Current
719,2025-02-24,48,6,158,48,110,46,47,Healthy,Future
720,2024-05-26,81,2,59,78,0,114,37,Stockout,Current
721,2025-04-10,114,6,347,70,277,138,48,Healthy,Future
722,2025-05-27,40,4,52,61,0,42,37,Stockout,Current
723,2025-05-28,102,1,18,21,0,58,26,Stockout,Current
724,2025-12-09,21,1,68,32,36,114,20,Low Stock,Future
725,2025-11-15,63,1,137,45,92,110,10,Low Stock,Current
726,2025-10-19,107,3,150,45,105,71,49,Healthy,Current
727,2024-01-08,9,1,76,72,4,54,49,Low Stock,Current
728,2025-06-28,107,3,53,12,41,48,23,Low Stock,Current
729,2024-07-01,48,1,76,50,26,112,37,Low Stock,Future
730,2024-05-08,34,1,133,75,58,47,13,Healthy,Current
731,2024-05-02,70,6,279,5,274,85,39,Healthy,Future
732,2025-07-22,40,2,52,18,34,98,31,Low Stock,Current
733,2024-02-09,115,5,76,86,0,96,16,Stockout,Future
734,2025-08-10,38,6,136,46,90,70,39,Healthy,Current
735,2025-05-25,100,1,357,85,272,45,27,Healthy,Future
736,2025-05-17,75,6,315,3,312,85,26,Healthy,Future
737,2025-08-24,53,1,351,21,330,128,31,Healthy,Future
738,2024-09-11,52,2,156,59,97,70,29,Healthy,Current
739,2025-09-16,100,4,308,39,269,71,40,Healthy,Future
740,2025-08-02,68,3,96,68,28,113,8,Low Stock,Current
741,2025-04-29,57,1,1,85,0,73,36,Stockout,Current
742,2024-04-29,55,1,85,32,53,125,10,Low Stock,Future
743,2024-04-11,23,2,334,86,248,116,13,Healthy,Future
744,2024-06-25,17,6,70,37,33,133,27,Low Stock,Current
745,2025-12-26,65,1,117,21,96,61,4,Healthy,Future
746,2025-06-05,49,2,130,8,122,48,10,Healthy,Current
747,2024-06-22,32,1,85,54,31,110,13,Low Stock,Current
748,2025-03-07,12,3,176,12,164,106,32,Healthy,Future
749,2024-03-03,39,3,332,15,317,87,15,Healthy,Future
750,2024-08-30,9,6,127,87,40,86,28,Low Stock,Future
751,2025-08-01,75,6,179,76,103,134,10,Low Stock,Current
752,2025-01-10,78,3,87,41,46,74,6,Low Stock,Current
753,2024-02-18,62,6,142,34,108,122,5,Low Stock,Current
754,2025-06-06,106,1,299,51,248,75,14,Healthy,Future
755,2025-10-12,9,5,117,9,108,137,9,Low Stock,Current
756,2025-08-07,49,1,244,65,179,85,24,Healthy,Current
757,2025-06-05,4,6,289,33,256,112,23,Healthy,Future
758,2024-05-31,33,6,143,19,124,118,14,Healthy,Future
759,2024-08-25,57,6,296,15,281,95,8,Healthy,Future
760,2025-11-06,38,3,55,9,46,111,26,Low Stock,Current
761,2024-06-14,21,1,184,58,126,81,15,Healthy,Future
762,2024-02-18,26,3,149,3,146,128,30,Healthy,Current
763,2025-07-29,84,6,267,8,259,78,26,Healthy,Future
764,2025-07-08,96,2,53,45,8,88,21,Low Stock,Current
765,2024-03-16,90,6,67,19,48,64,30,Low Stock,Current
766,2024-09-20,76,4,58,55,3,59,35,Low Stock,Current
767,2025-05-02,92,2,346,8,338,56,34,Healthy,Future
768,2024-05-05,65,1,195,43,152,52,14,Healthy,Future
769,2025-09-21,57,5,240,56,184,62,49,Healthy,Future
770,2025-05-25,16,1,163,70,93,114,39,Low Stock,Future
771,2025-08-24,111,4,105,82,23,104,16,Low Stock,Current
772,2024-09-14,12,1,45,5,40,98,6,Low Stock,Current
773,2025-11-20,82,6,298,8,290,139,25,Healthy,Future
774,2025-10-15,40,2,160,67,93,69,5,Healthy,Current
775,2025-01-10,12,6,168,23,145,67,41,Healthy,Current
776,2025-10-05,86,3,302,78,224,103,7,Healthy,Future
777,2024-01-12,65,2,204,76,128,94,15,Healthy,Future
778,2024-12-03,86,6,59,49,10,138,13,Low Stock,Current
779,2025-01-15,14,1,168,64,104,94,50,Healthy,Future
780,2025-02-23,86,1,39,42,0,86,8,Stockout,Current
781,2025-01-30,27,2,10,67,0,52,19,Stockout,Current
782,2024-10-03,4,2,85,10,75,105,15,Low Stock,Current
783,2025-03-24,76,6,65,32,33,82,3,Low Stock,Current
784,2025-10-20,113,5,97,55,42,52,44,Low Stock,Current
785,2024-08-13,65,6,52,52,0,136,16,Stockout,Future
786,2025-02-07,40,4,42,79,0,90,20,Stockout,Current
787,2024-11-26,54,6,176,13,163,40,6,Healthy,Current
788,2025-01-11,32,2,157,70,87,59,32,Healthy,Current
789,2025-03-02,15,1,147,80,67,81,28,Low Stock,Current
790,2025-09-11,15,5,140,32,108,133,43,Low Stock,Current
791,2024-06-24,106,3,161,84,77,110,15,Low Stock,Current
792,2025-09-22,63,2,196,72,124,131,41,Low Stock,Current
793,2025-08-03,18,6,163,77,86,64,44,Healthy,Current
794,2025-12-22,66,2,25,74,0,109,18,Stockout,Current
795,2025-07-06,55,2,92,13,79,113,25,Low Stock,Current
796,2025-11-27,95,2,118,51,67,75,25,Low Stock,Future
797,2024-07-09,85,6,114,81,33,51,3,Low Stock,Current
798,2025-09-07,9,4,41,73,0,66,9,Stockout,Current
799,2025-05-23,3,6,284,80,204,66,40,Healthy,Future
800,2025-08-17,83,6,105,17,88,40,17,Healthy,Current
801,2024-04-10,88,6,136,43,93,94,11,Low Stock,Future
802,2025-09-26,25,5,59,44,15,134,24,Low Stock,Current
803,2025-03-08,34,6,224,37,187,84,11,Healthy,Future
804,2025-02-17,4,3,210,57,153,78,18,Healthy,Future
805,2025-04-18,57,6,138,35,103,80,10,Healthy,Current
806,2024-09-17,80,1,237,87,150,56,36,Healthy,Current
807,2025-02-27,105,1,51,7,44,103,15,Low Stock,Current
808,2024-02-24,7,5,210,65,145,58,23,Healthy,Current
809,2024-06-20,56,5,256,14,242,92,39,Healthy,Current
810,2024-11-09,7,3,190,13,177,120,22,Healthy,Current
811,2024-10-10,86,6,156,70,86,95,10,Low Stock,Current
812,2025-08-15,25,5,90,7,83,43,50,Healthy,Future
813,2025-04-20,78,6,190,32,158,121,41,Healthy,Future
814,2025-04-03,110,6,241,23,218,87,41,Healthy,Current
815,2025-04-29,84,3,162,9,153,129,15,Healthy,Future
816,2024-12-22,50,6,104,32,72,75,33,Low Stock,Current
817,2025-12-26,87,1,16,71,0,134,0,Stockout,Current
818,2024-10-14,100,4,13,57,0,129,43,Stockout,Current
819,2024-01-14,28,5,7,47,0,98,10,Stockout,Current
820,2025-09-06,1,6,223,65,158,65,32,Healthy,Future
821,2025-04-30,32,1,158,87,71,110,38,Low Stock,Current
822,2024-08-20,72,6,329,83,246,99,13,Healthy,Future
823,2025-03-06,111,6,195,69,126,67,24,Healthy,Future
824,2024-01-30,16,3,313,18,295,41,27,Healthy,Future
825,2024-08-23,94,6,210,29,181,65,42,Healthy,Current
826,2024-02-19,92,6,301,3,298,47,33,Healthy,Future
827,2024-06-04,29,6,330,27,303,61,50,Healthy,Future
828,2025-01-13,24,2,207,70,137,46,3,Healthy,Current
829,2025-12-09,32,6,144,10,134,119,20,Healthy,Future
830,2025-07-17,47,6,34,46,0,87,28,Stockout,Current
831,2025-03-08,71,6,195,40,155,40,2,Healthy,Future
832,2025-09-03,28,2,57,23,34,139,35,Low Stock,Current
833,2025-09-17,26,2,259,11,248,81,42,Healthy,Future
834,2025-08-22,27,1,359,80,279,123,49,Healthy,Future
835,2024-03-09,85,3,116,48,68,119,11,Low Stock,Current
836,2024-01-05,117,6,122,11,111,139,21,Low Stock,Future
837,2024-02-27,23,4,225,24,201,81,4,Healthy,Current
838,2025-01-31,118,2,71,47,24,46,33,Low Stock,Future
839,2025-03-28,3,6,308,68,240,124,3,Healthy,Future
840,2024-02-14,43,4,122,38,84,64,28,Healthy,Future
841,2025-11-28,34,1,147,90,57,54,45,Healthy,Current
842,2024-07-18,37,6,137,40,97,44,49,Healthy,Current
843,2025-04-04,116,3,81,62,19,121,27,Low Stock,Current
844,2024-11-19,4,4,161,90,71,40,22,Healthy,Future
845,2025-02-10,113,2,263,39,224,88,31,Healthy,Future
846,2025-10-06,19,6,356,69,287,96,39,Healthy,Future
847,2024-06-11,109,5,21,67,0,60,24,Stockout,Current
848,2024-05-21,57,5,11,82,0,51,1,Stockout,Current
849,2025-12-15,28,6,209,12,197,140,4,Healthy,Future
850,2025-02-03,27,3,223,85,138,123,46,Healthy,Future
851,2024-08-29,116,6,355,35,320,103,36,Healthy,Future
852,2024-09-22,110,3,131,27,104,52,37,Healthy,Current
853,2024-02-29,11,6,53,40,13,105,9,Low Stock,Current
854,2024-06-15,68,2,52,24,28,134,5,Low Stock,Future
855,2025-02-21,71,2,59,80,0,133,29,Stockout,Current
856,2024-12-09,2,5,22,37,0,103,9,Stockout,Current
