order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount_amount,gross_sales,net_sales,delivery_delay_days,delivery_status,sales_channel,scenario_phase
303,2025-03-14,240,19,6,4,118.63,0.35,474.52,474.17,0,On Time,Online,Future
304,2025-03-03,878,43,3,1,129.42,9.69,129.42,119.73,0,On Time,Online,Future
305,2025-11-10,234,36,4,4,162.38,13.01,649.52,636.51,0,On Time,In-Store,Current
306,2025-11-10,447,71,1,2,135.62,29.44,271.24,241.8,0,On Time,Click & Collect,Future
307,2025-09-25,353,57,2,3,144.33,23.91,432.99,409.08,0,On Time,Wholesale,Current
308,2024-04-19,527,75,4,4,112.15,22.07,448.6,426.53,0,On Time,Click & Collect,Future
309,2024-05-21,940,103,6,1,113.76,6.54,113.76,107.22,5,Late,Online,Current
310,2024-04-04,966,102,3,1,68.71,19.41,68.71,49.3,0,On Time,Click & Collect,Future
311,2025-10-03,326,103,6,3,113.76,16.1,341.28,325.18,0,On Time,Online,Current
312,2025-12-07,627,61,2,3,82.33,34.27,246.99,212.72,0,On Time,Click & Collect,Future
313,2025-04-03,718,92,6,1,46.38,20.5,46.38,25.88,0,On Time,Online,Current
314,2024-12-18,509,55,1,4,80.85,33.43,323.4,289.97,0,On Time,Online,Current
315,2025-12-18,485,86,1,4,102.94,28.66,411.76,383.1,0,On Time,In-Store,Current
316,2025-10-15,46,55,5,1,80.85,2.75,80.85,78.1,0,On Time,Online,Current
317,2025-11-16,353,120,2,4,47.37,32.4,189.48,157.08,0,On Time,Wholesale,Future
318,2025-12-17,411,74,6,3,120.32,25.17,360.96,335.79,0,On Time,Online,Future
319,2024-09-22,156,24,6,1,152.6,26.21,152.6,126.39,4,Late,Online,Current
320,2025-07-14,697,17,4,1,141.85,20.87,141.85,120.98,0,On Time,Online,Future
321,2025-01-01,23,74,1,2,120.32,31.49,240.64,209.15,0,On Time,In-Store,Current
322,2025-08-04,665,109,1,1,65.96,3.56,65.96,62.4,0,On Time,Online,Current
323,2024-03-25,316,72,6,1,141.82,22.82,141.82,119.0,0,On Time,Online,Current
324,2024-08-16,292,76,1,4,128.17,19.46,512.68,493.22,0,On Time,Wholesale,Future
325,2025-04-18,253,13,4,2,109.25,2.43,218.5,216.07,7,Late,Online,Current
326,2025-09-03,783,2,6,3,200.36,24.41,601.08,576.67,0,On Time,Online,Current
327,2024-10-07,594,10,2,1,78.41,30.06,78.41,48.35,0,On Time,Wholesale,Current
328,2024-11-16,810,2,2,2,200.36,18.24,400.72,382.48,0,On Time,Online,Current
329,2025-09-30,149,34,3,3,116.01,12.14,348.03,335.89,0,On Time,Online,Future
330,2024-07-11,453,12,6,2,177.18,9.77,354.36,344.59,0,On Time,Online,Future
331,2024-05-04,336,95,5,4,168.8,22.18,675.2,653.02,2,Late,Online,Current
332,2024-02-07,42,113,6,1,120.7,24.29,120.7,96.41,0,On Time,Online,Current
333,2025-08-31,862,3,1,3,182.39,28.11,547.17,519.06,0,On Time,Online,Current
334,2025-11-04,376,32,6,1,183.92,28.31,183.92,155.61,0,On Time,Online,Current
335,2024-07-15,979,91,2,2,85.5,29.79,171.0,141.21,1,Late,Click & Collect,Future
336,2025-09-20,299,45,1,1,29.58,15.35,29.58,14.23,0,On Time,In-Store,Future
337,2025-10-25,211,83,6,4,73.64,10.19,294.56,284.37,7,Late,Online,Current
338,2024-07-13,578,81,5,2,110.75,11.81,221.5,209.69,0,On Time,Online,Future
339,2024-11-19,644,60,2,1,148.3,14.58,148.3,133.72,0,On Time,Online,Future
340,2024-10-25,547,18,6,4,53.11,5.99,212.44,206.45,0,On Time,Online,Future
341,2025-02-19,617,10,6,4,78.41,26.17,313.64,287.47,0,On Time,Online,Future
342,2024-05-13,902,41,5,4,110.65,0.05,442.6,442.55,0,On Time,Online,Current
343,2025-08-23,994,60,1,1,148.3,5.59,148.3,142.71,0,On Time,Online,Current
344,2025-10-04,597,14,4,1,85.15,30.85,85.15,54.3,0,On Time,Click & Collect,Future
345,2025-07-06,541,80,1,4,119.07,28.24,476.28,448.04,0,On Time,Wholesale,Future
346,2025-05-13,188,106,1,1,28.51,16.87,28.51,11.64,0,On Time,In-Store,Current
347,2025-09-24,852,105,6,1,45.95,19.27,45.95,26.68,0,On Time,In-Store,Future
348,2024-08-07,619,5,4,1,140.44,8.91,140.44,131.53,0,On Time,In-Store,Current
349,2024-09-02,320,13,5,4,109.25,7.68,437.0,429.32,0,On Time,Online,Current
350,2024-09-10,542,73,3,1,20.46,19.77,20.46,0.69,0,On Time,Click & Collect,Future
351,2025-05-25,265,20,6,1,93.73,8.24,93.73,85.49,3,Late,Online,Current
352,2024-06-11,544,74,6,2,120.32,7.53,240.64,233.11,0,On Time,Online,Future
353,2024-07-28,520,1,3,4,125.71,29.85,502.84,472.99,0,On Time,Online,Current
354,2024-07-15,916,114,3,2,83.67,21.67,167.34,145.67,0,On Time,Click & Collect,Future
355,2025-06-15,554,50,1,2,97.72,18.01,195.44,177.43,0,On Time,Online,Future
356,2025-01-08,275,61,3,4,82.33,7.94,329.32,321.38,0,On Time,Online,Current
357,2024-07-06,128,70,3,3,117.81,25.74,353.43,327.69,0,On Time,Online,Future
358,2025-01-02,729,22,6,2,118.48,18.63,236.96,218.33,0,On Time,Online,Current
359,2025-08-02,482,28,2,1,154.21,2.9,154.21,151.31,0,On Time,Online,Current
360,2025-09-28,105,112,2,4,167.65,17.0,670.6,653.6,0,On Time,Online,Future
361,2025-09-19,557,55,5,2,80.85,33.01,161.7,128.69,4,Late,Online,Current
362,2025-12-02,945,66,6,1,105.25,32.55,105.25,72.7,0,On Time,Online,Future
363,2025-05-03,19,104,1,4,154.04,18.53,616.16,597.63,0,On Time,Online,Future
364,2024-07-11,521,95,6,2,168.8,8.08,337.6,329.52,0,On Time,Online,Future
365,2025-05-03,648,76,6,3,128.17,22.7,384.51,361.81,0,On Time,Online,Current
366,2024-10-23,852,102,3,4,68.71,30.31,274.84,244.53,0,On Time,Online,Future
367,2024-05-06,106,77,6,1,132.93,24.43,132.93,108.5,0,On Time,Online,Future
368,2024-09-17,245,58,1,3,118.61,15.6,355.83,340.23,0,On Time,In-Store,Current
369,2024-12-23,143,86,2,1,102.94,30.35,102.94,72.59,0,On Time,Online,Current
370,2025-10-22,450,24,1,1,152.6,24.88,152.6,127.72,0,On Time,Online,Current
371,2024-04-15,59,8,1,1,62.57,28.68,62.57,33.89,0,On Time,Online,Current
372,2024-01-05,255,107,4,2,49.65,13.99,99.3,85.31,2,Late,Wholesale,Future
373,2024-07-07,64,78,6,3,57.86,16.48,173.58,157.1,0,On Time,Wholesale,Current
374,2024-12-18,88,118,2,1,167.17,26.2,167.17,140.97,0,On Time,Online,Current
375,2024-11-25,133,22,5,4,118.48,12.34,473.92,461.58,7,Late,Click & Collect,Current
376,2024-04-07,662,8,1,4,62.57,29.91,250.28,220.37,0,On Time,Wholesale,Current
377,2024-06-17,321,14,6,2,85.15,31.91,170.3,138.39,0,On Time,Online,Future
378,2024-03-09,111,113,3,3,120.7,12.27,362.1,349.83,0,On Time,In-Store,Current
379,2024-12-07,642,30,2,3,33.3,0.54,99.9,99.36,0,On Time,In-Store,Current
380,2024-09-27,209,85,1,1,142.01,2.75,142.01,139.26,0,On Time,Online,Future
381,2024-08-01,622,18,6,4,53.11,14.06,212.44,198.38,0,On Time,Online,Current
382,2024-05-24,365,36,1,1,162.38,9.95,162.38,152.43,0,On Time,Online,Future
383,2025-02-01,268,62,2,4,180.58,5.38,722.32,716.94,0,On Time,Wholesale,Current
384,2024-10-13,352,64,1,2,106.6,32.64,213.2,180.56,0,On Time,Online,Current
385,2024-04-12,521,81,4,4,110.75,29.03,443.0,413.97,7,Late,Wholesale,Current
386,2025-05-30,943,16,6,1,103.76,14.14,103.76,89.62,2,Late,Online,Current
387,2025-10-02,283,93,1,3,119.71,11.82,359.13,347.31,0,On Time,Online,Future
388,2024-10-31,93,113,1,3,120.7,21.81,362.1,340.29,0,On Time,Wholesale,Future
389,2025-07-24,781,63,6,1,50.08,0.31,50.08,49.77,7,Late,Online,Current
390,2025-01-06,297,19,1,4,118.63,18.35,474.52,456.17,0,On Time,Click & Collect,Current
391,2025-10-19,989,52,6,3,18.05,12.49,54.15,41.66,0,On Time,Online,Future
392,2024-04-22,276,103,6,1,113.76,34.94,113.76,78.82,0,On Time,Online,Current
393,2024-03-23,67,58,6,1,118.61,14.56,118.61,104.05,0,On Time,Online,Current
394,2024-07-06,874,85,4,4,142.01,10.89,568.04,557.15,0,On Time,In-Store,Current
395,2024-07-12,673,63,6,2,50.08,30.78,100.16,69.38,0,On Time,Online,Future
396,2025-09-14,838,57,3,3,144.33,26.33,432.99,406.66,0,On Time,Click & Collect,Current
397,2025-11-25,269,32,1,3,183.92,30.34,551.76,521.42,1,Late,Wholesale,Current
398,2025-01-11,774,21,6,4,44.65,21.84,178.6,156.76,0,On Time,Online,Future
399,2025-12-28,482,97,2,3,54.01,3.64,162.03,158.39,0,On Time,Online,Current
400,2025-05-25,866,19,4,3,118.63,25.58,355.89,330.31,0,On Time,Wholesale,Current
401,2024-09-13,699,92,4,3,46.38,24.89,139.14,114.25,0,On Time,Wholesale,Current
402,2025-09-09,731,58,2,1,118.61,28.62,118.61,89.99,0,On Time,Wholesale,Current
403,2024-12-23,580,26,6,2,117.76,7.37,235.52,228.15,0,On Time,Online,Current
404,2025-12-19,89,93,4,1,119.71,32.28,119.71,87.43,0,On Time,Online,Current
405,2025-07-16,871,72,5,1,141.82,26.51,141.82,115.31,0,On Time,Click & Collect,Current
406,2025-10-10,943,41,2,3,110.65,32.64,331.95,299.31,0,On Time,Wholesale,Future
407,2024-05-17,199,102,1,1,68.71,10.27,68.71,58.44,0,On Time,Online,Current
408,2025-12-01,550,103,4,1,113.76,30.53,113.76,83.23,0,On Time,Wholesale,Future
409,2025-04-30,591,75,1,1,112.15,32.82,112.15,79.33,0,On Time,In-Store,Future
410,2024-11-22,504,109,6,1,65.96,30.08,65.96,35.88,0,On Time,Online,Current
411,2025-04-07,60,33,4,4,219.29,9.96,877.16,867.2,0,On Time,In-Store,Current
412,2025-02-20,356,55,1,1,80.85,15.19,80.85,65.66,7,Late,In-Store,Current
413,2024-06-11,888,37,1,3,141.5,16.8,424.5,407.7,0,On Time,Wholesale,Current
414,2024-05-15,568,1,6,3,125.71,11.22,377.13,365.91,0,On Time,Online,Current
415,2024-03-21,205,21,4,3,44.65,11.4,133.95,122.55,0,On Time,Click & Collect,Current
416,2025-06-05,890,86,1,3,102.94,13.52,308.82,295.3,0,On Time,Online,Current
417,2025-06-20,60,32,6,4,183.92,2.51,735.68,733.17,0,On Time,Online,Current
418,2025-02-12,809,111,6,1,139.05,4.92,139.05,134.13,0,On Time,Online,Future
419,2025-11-08,902,48,2,3,94.16,19.42,282.48,263.06,0,On Time,In-Store,Current
420,2025-02-21,413,1,1,2,125.71,31.35,251.42,220.07,0,On Time,Online,Current
421,2024-08-23,434,56,6,1,166.72,31.07,166.72,135.65,0,On Time,Online,Future
422,2024-02-04,247,50,6,2,97.72,15.46,195.44,179.98,0,On Time,Online,Future
423,2025-09-01,204,64,1,2,106.6,4.2,213.2,209.0,6,Late,Online,Current
424,2025-11-07,219,92,6,3,46.38,26.0,139.14,113.14,0,On Time,Online,Current
425,2025-11-10,341,32,5,3,183.92,32.98,551.76,518.78,0,On Time,Online,Current
426,2024-05-24,950,4,2,3,143.64,33.62,430.92,397.3,4,Late,In-Store,Current
427,2024-09-02,555,17,4,2,141.85,4.3,283.7,279.4,0,On Time,Online,Future
428,2025-05-02,147,37,6,4,141.5,19.06,566.0,546.94,0,On Time,Online,Future
429,2025-02-15,868,26,2,2,117.76,8.2,235.52,227.32,0,On Time,In-Store,Future
430,2024-12-16,379,17,6,1,141.85,20.27,141.85,121.58,0,On Time,Online,Current
431,2025-02-15,195,72,1,2,141.82,10.44,283.64,273.2,0,On Time,Online,Future
432,2024-02-19,178,19,6,2,118.63,6.12,237.26,231.14,2,Late,Online,Current
433,2024-03-22,688,33,6,2,219.29,14.83,438.58,423.75,0,On Time,Online,Future
434,2024-09-21,134,78,2,3,57.86,28.44,173.58,145.14,0,On Time,Online,Future
435,2024-08-12,59,50,6,2,97.72,14.16,195.44,181.28,0,On Time,Online,Future
436,2024-04-05,972,88,1,1,41.48,3.13,41.48,38.35,0,On Time,Online,Future
437,2025-01-30,832,21,6,3,44.65,6.36,133.95,127.59,0,On Time,In-Store,Current
438,2024-05-08,785,68,3,1,76.01,5.2,76.01,70.81,0,On Time,Click & Collect,Current
439,2025-02-13,571,47,6,1,146.36,16.1,146.36,130.26,0,On Time,Online,Future
440,2024-10-31,890,67,2,1,214.61,0.19,214.61,214.42,0,On Time,Wholesale,Current
441,2025-10-18,452,14,6,4,85.15,24.78,340.6,315.82,0,On Time,Click & Collect,Future
442,2024-12-08,541,95,5,1,168.8,16.05,168.8,152.75,0,On Time,Online,Future
443,2025-11-27,334,67,3,1,214.61,11.22,214.61,203.39,0,On Time,Online,Future
444,2025-03-17,423,14,6,2,85.15,29.28,170.3,141.02,0,On Time,Online,Future
445,2024-09-25,717,69,1,4,82.06,0.7,328.24,327.54,0,On Time,Online,Current
446,2025-09-26,599,41,6,2,110.65,1.9,221.3,219.4,0,On Time,Online,Future
447,2024-12-03,920,98,3,1,192.94,33.52,192.94,159.42,0,On Time,Online,Future
448,2024-10-19,97,61,1,4,82.33,30.14,329.32,299.18,0,On Time,Online,Future
449,2025-04-28,806,72,3,4,141.82,29.15,567.28,538.13,0,On Time,In-Store,Future
450,2025-03-17,528,1,3,2,125.71,30.93,251.42,220.49,4,Late,Wholesale,Current
451,2024-12-11,12,120,1,3,47.37,17.09,142.11,125.02,0,On Time,Click & Collect,Future
452,2024-05-13,846,3,3,2,182.39,17.7,364.78,347.08,2,Late,Online,Future
453,2024-08-18,21,97,2,1,54.01,22.42,54.01,31.59,0,On Time,Online,Future
454,2024-10-16,72,22,4,4,118.48,17.23,473.92,456.69,4,Late,In-Store,Current
455,2024-05-31,733,25,2,2,27.12,27.01,54.24,27.23,2,Late,Online,Current
456,2025-11-22,440,89,2,2,144.37,21.13,288.74,267.61,2,Late,Wholesale,Current
457,2025-08-06,986,81,6,1,110.75,18.99,110.75,91.76,0,On Time,Online,Future
458,2025-10-05,840,99,6,3,170.64,17.51,511.92,494.41,0,On Time,Online,Future
459,2025-02-08,10,60,1,3,148.3,33.3,444.9,411.6,0,On Time,Online,Current
460,2024-10-17,97,62,2,4,180.58,25.0,722.32,697.32,0,On Time,Wholesale,Current
461,2024-07-03,8,22,1,1,118.48,24.7,118.48,93.78,0,On Time,Online,Future
462,2025-08-25,786,33,1,2,219.29,33.04,438.58,405.54,0,On Time,Click & Collect,Current
463,2025-08-16,979,83,6,2,73.64,34.91,147.28,112.37,0,On Time,Online,Future
464,2024-04-14,38,95,6,1,168.8,29.67,168.8,139.13,0,On Time,Online,Current
465,2025-03-11,912,107,2,4,49.65,31.57,198.6,167.03,0,On Time,Click & Collect,Future
466,2025-02-03,169,76,6,1,128.17,6.63,128.17,121.54,0,On Time,Online,Current
467,2024-06-24,612,86,6,1,102.94,14.21,102.94,88.73,0,On Time,Online,Future
468,2025-08-04,957,98,6,3,192.94,1.53,578.82,577.29,0,On Time,Online,Current
469,2025-02-14,317,10,4,4,78.41,1.62,313.64,312.02,0,On Time,Online,Current
470,2025-12-25,757,118,2,1,167.17,23.99,167.17,143.18,0,On Time,Online,Future
471,2024-12-03,41,77,6,4,132.93,25.07,531.72,506.65,0,On Time,Online,Future
472,2024-12-19,208,87,6,1,80.57,11.08,80.57,69.49,0,On Time,Online,Future
473,2025-01-15,200,16,3,1,103.76,26.94,103.76,76.82,0,On Time,Online,Future
474,2024-04-09,983,36,5,3,162.38,18.3,487.14,468.84,0,On Time,Click & Collect,Current
475,2024-01-29,850,71,5,3,135.62,16.88,406.86,389.98,0,On Time,Wholesale,Future
476,2025-07-22,811,102,6,4,68.71,30.84,274.84,244.0,0,On Time,Online,Future
477,2024-11-06,673,107,3,2,49.65,31.41,99.3,67.89,0,On Time,Online,Future
478,2024-04-24,566,91,5,4,85.5,1.72,342.0,340.28,0,On Time,Online,Current
479,2024-10-31,624,95,6,2,168.8,15.3,337.6,322.3,0,On Time,Online,Future
480,2024-07-15,257,27,6,1,148.3,34.49,148.3,113.81,0,On Time,Online,Current
481,2025-11-20,188,112,6,4,167.65,14.75,670.6,655.85,3,Late,Online,Current
482,2024-01-25,469,75,1,2,112.15,11.95,224.3,212.35,0,On Time,Wholesale,Current
483,2025-02-13,223,28,5,4,154.21,21.13,616.84,595.71,0,On Time,Online,Current
484,2025-05-25,961,50,5,1,97.72,1.63,97.72,96.09,0,On Time,Online,Current
485,2025-02-15,345,9,6,2,102.79,8.65,205.58,196.93,0,On Time,Online,Current
486,2024-02-29,188,82,2,3,135.39,2.83,406.17,403.34,0,On Time,Click & Collect,Future
487,2025-11-18,87,17,4,2,141.85,13.23,283.7,270.47,0,On Time,In-Store,Future
488,2024-10-07,467,22,2,4,118.48,32.33,473.92,441.59,0,On Time,Online,Current
489,2024-11-27,828,45,4,2,29.58,22.14,59.16,37.02,0,On Time,Wholesale,Future
490,2025-09-07,891,46,3,2,117.41,32.35,234.82,202.47,0,On Time,Online,Current
491,2024-01-29,70,33,3,3,219.29,32.69,657.87,625.18,0,On Time,Online,Current
492,2025-03-25,746,108,2,1,50.05,1.32,50.05,48.73,0,On Time,Online,Future
493,2024-10-21,867,69,1,4,82.06,8.67,328.24,319.57,0,On Time,Online,Current
494,2025-03-21,898,113,6,1,120.7,8.05,120.7,112.65,0,On Time,Online,Current
495,2025-01-26,995,107,6,2,49.65,14.41,99.3,84.89,0,On Time,Click & Collect,Future
496,2024-11-23,114,11,3,1,40.32,13.73,40.32,26.59,0,On Time,Click & Collect,Future
497,2024-08-12,320,38,4,3,97.97,15.95,293.91,277.96,0,On Time,Click & Collect,Future
498,2025-04-28,623,105,5,2,45.95,25.55,91.9,66.35,0,On Time,Online,Current
499,2025-04-28,903,51,6,1,110.62,0.48,110.62,110.14,0,On Time,Online,Future
500,2025-12-21,873,83,4,2,73.64,19.98,147.28,127.3,0,On Time,Wholesale,Future
501,2024-06-05,800,95,2,1,168.8,20.12,168.8,148.68,0,On Time,Click & Collect,Future
502,2025-02-10,296,18,6,2,53.11,29.37,106.22,76.85,0,On Time,Online,Current
503,2024-07-31,244,79,5,2,174.91,15.25,349.82,334.57,0,On Time,Wholesale,Future
504,2025-09-03,931,11,1,4,40.32,31.07,161.28,130.21,0,On Time,Online,Current
505,2024-06-20,759,18,2,4,53.11,19.99,212.44,192.45,0,On Time,Online,Current
506,2024-08-19,533,118,4,3,167.17,24.71,501.51,476.8,0,On Time,Online,Current
507,2025-12-22,243,97,2,3,54.01,26.56,162.03,135.47,0,On Time,Wholesale,Future
508,2025-07-03,527,25,6,4,27.12,30.82,108.48,77.66,0,On Time,Online,Current
509,2024-04-26,756,49,2,1,134.92,15.64,134.92,119.28,0,On Time,Online,Current
510,2025-12-15,882,12,6,3,177.18,32.91,531.54,498.63,0,On Time,Online,Current
511,2024-12-08,888,40,1,2,35.44,25.49,70.88,45.39,0,On Time,Online,Future
512,2025-01-13,240,55,1,1,80.85,20.48,80.85,60.37,7,Late,Click & Collect,Current
513,2025-06-12,494,41,1,1,110.65,31.65,110.65,79.0,0,On Time,In-Store,Future
514,2024-12-26,550,29,3,3,130.05,2.21,390.15,387.94,0,On Time,Click & Collect,Future
515,2025-12-06,733,80,6,2,119.07,8.54,238.14,229.6,0,On Time,Online,Future
516,2025-10-15,211,68,6,3,76.01,9.62,228.03,218.41,0,On Time,Online,Current
517,2025-11-22,889,94,6,3,56.02,1.26,168.06,166.8,0,On Time,Online,Future
518,2024-05-16,8,106,2,2,28.51,7.01,57.02,50.01,3,Late,Online,Current
519,2025-11-29,95,10,3,1,78.41,15.86,78.41,62.55,0,On Time,In-Store,Current
520,2025-04-25,336,21,2,2,44.65,19.59,89.3,69.71,0,On Time,Click & Collect,Future
521,2025-07-07,154,114,1,2,83.67,10.62,167.34,156.72,0,On Time,Online,Current
522,2025-11-27,642,56,1,4,166.72,9.01,666.88,657.87,0,On Time,In-Store,Current
523,2025-06-14,543,113,6,2,120.7,14.05,241.4,227.35,0,On Time,Online,Future
524,2024-07-27,361,21,2,3,44.65,29.46,133.95,104.49,0,On Time,Wholesale,Current
525,2025-06-03,876,101,1,1,123.75,18.36,123.75,105.39,0,On Time,Wholesale,Current
526,2025-07-13,923,93,6,3,119.71,9.5,359.13,349.63,0,On Time,Online,Future
527,2025-06-30,62,65,2,2,71.32,31.08,142.64,111.56,0,On Time,Click & Collect,Future
528,2024-10-13,569,35,4,4,41.4,4.85,165.6,160.75,0,On Time,Click & Collect,Future
529,2024-10-08,476,63,6,2,50.08,6.41,100.16,93.75,0,On Time,Online,Future
530,2025-10-20,578,52,3,3,18.05,5.94,54.15,48.21,0,On Time,Click & Collect,Future
531,2024-09-17,794,16,4,2,103.76,8.43,207.52,199.09,0,On Time,Click & Collect,Current
532,2024-06-02,42,87,2,2,80.57,21.33,161.14,139.81,0,On Time,Online,Current
533,2024-03-04,887,17,6,1,141.85,23.91,141.85,117.94,0,On Time,Online,Current
534,2024-09-14,344,80,6,4,119.07,8.06,476.28,468.22,1,Late,Online,Future
535,2024-09-01,762,74,2,2,120.32,3.97,240.64,236.67,0,On Time,Wholesale,Future
536,2025-07-08,858,72,6,2,141.82,6.95,283.64,276.69,0,On Time,Online,Future
537,2024-01-22,585,16,6,2,103.76,14.29,207.52,193.23,0,On Time,Online,Future
538,2024-02-29,959,25,6,1,27.12,4.13,27.12,22.99,0,On Time,Wholesale,Current
539,2024-04-06,446,90,6,2,82.64,27.24,165.28,138.04,0,On Time,Online,Current
540,2025-04-21,138,86,1,4,102.94,21.55,411.76,390.21,0,On Time,In-Store,Current
541,2025-04-04,454,106,3,2,28.51,13.09,57.02,43.93,0,On Time,Wholesale,Future
542,2024-01-01,635,63,3,3,50.08,18.7,150.24,131.54,0,On Time,In-Store,Current
543,2025-11-18,784,51,2,2,110.62,30.45,221.24,190.79,0,On Time,Wholesale,Future
544,2025-07-17,54,98,4,1,192.94,16.83,192.94,176.11,0,On Time,In-Store,Current
545,2025-11-10,823,62,3,3,180.58,21.68,541.74,520.06,3,Late,Online,Current
546,2024-06-21,704,6,6,3,127.67,1.41,383.01,381.6,0,On Time,Online,Future
547,2024-11-18,892,93,6,1,119.71,18.32,119.71,101.39,2,Late,Online,Current
548,2025-11-27,464,70,3,1,117.81,4.21,117.81,113.6,0,On Time,In-Store,Current
549,2024-07-31,525,29,6,4,130.05,6.7,520.2,513.5,1,Late,Online,Future
550,2024-09-26,775,110,3,1,159.94,2.05,159.94,157.89,4,Late,Wholesale,Current
551,2024-01-11,378,29,5,1,130.05,12.84,130.05,117.21,0,On Time,Wholesale,Future
552,2025-01-25,474,42,6,2,65.4,3.42,130.8,127.38,0,On Time,Online,Future
553,2024-01-09,149,59,1,2,99.02,14.82,198.04,183.22,0,On Time,Online,Current
554,2025-08-07,388,93,1,4,119.71,19.18,478.84,459.66,6,Late,Click & Collect,Current
555,2024-09-21,399,81,3,4,110.75,0.85,443.0,442.15,0,On Time,Wholesale,Current
556,2025-10-08,734,37,5,3,141.5,13.68,424.5,410.82,2,Late,Wholesale,Future
557,2025-10-26,520,36,3,2,162.38,3.62,324.76,321.14,1,Late,Online,Current
558,2025-01-06,586,31,4,4,64.76,0.77,259.04,258.27,0,On Time,Click & Collect,Future
559,2024-10-11,714,101,6,2,123.75,28.54,247.5,218.96,0,On Time,Online,Future
560,2025-03-03,930,48,1,4,94.16,14.79,376.64,361.85,0,On Time,Wholesale,Future
561,2024-12-27,762,7,6,2,172.34,27.89,344.68,316.79,0,On Time,Online,Current
562,2024-12-09,140,85,6,4,142.01,3.27,568.04,564.77,0,On Time,Online,Future
563,2024-05-29,342,40,6,1,35.44,27.59,35.44,7.85,0,On Time,Online,Future
564,2025-03-27,707,1,2,2,125.71,34.76,251.42,216.66,0,On Time,Online,Current
565,2024-03-17,601,82,6,3,135.39,13.85,406.17,392.32,0,On Time,In-Store,Future
566,2025-11-27,366,63,4,3,50.08,6.46,150.24,143.78,0,On Time,In-Store,Future
567,2025-01-22,254,83,6,1,73.64,30.25,73.64,43.39,0,On Time,Online,Future
568,2024-11-04,529,117,3,2,131.87,13.94,263.74,249.8,1,Late,Online,Future
569,2024-07-08,368,90,6,3,82.64,0.93,247.92,246.99,7,Late,Online,Current
570,2024-03-19,841,72,4,4,141.82,15.27,567.28,552.01,0,On Time,Online,Future
571,2025-09-16,761,12,6,1,177.18,18.58,177.18,158.6,0,On Time,Online,Current
572,2025-01-12,166,16,2,2,103.76,21.92,207.52,185.6,0,On Time,Click & Collect,Future
573,2024-06-27,697,14,4,3,85.15,5.47,255.45,249.98,0,On Time,Click & Collect,Future
574,2024-05-09,72,114,3,2,83.67,9.71,167.34,157.63,0,On Time,Online,Future
575,2025-07-24,22,45,5,3,29.58,29.84,88.74,58.9,0,On Time,Online,Current
576,2024-09-11,19,77,5,3,132.93,33.47,398.79,365.32,0,On Time,Click & Collect,Future
577,2024-07-04,304,9,1,4,102.79,20.64,411.16,390.52,0,On Time,Online,Future
578,2025-12-29,391,54,6,2,110.37,12.47,220.74,208.27,0,On Time,Online,Future
579,2024-07-16,727,87,1,3,80.57,15.7,241.71,226.01,3,Late,Online,Current
580,2024-04-15,980,52,6,3,18.05,26.62,54.15,27.53,0,On Time,Online,Future
581,2025-04-07,5,26,1,3,117.76,27.42,353.28,325.86,0,On Time,Online,Current
582,2025-08-26,32,1,1,2,125.71,20.57,251.42,230.85,0,On Time,In-Store,Current
583,2025-09-07,318,109,4,4,65.96,25.47,263.84,238.37,0,On Time,Online,Future
584,2024-11-02,142,105,5,2,45.95,6.29,91.9,85.61,0,On Time,In-Store,Future
